,date,name,point
624,2017-12-13,여배우는 오늘도,8.89
625,2017-12-13,벤자민 버튼의 시간은 거꾸로 간다,8.87
626,2017-12-13,토르: 라그나로크,8.87
627,2017-12-13,거인,8.77
628,2017-12-13,마미,8.68
629,2017-12-13,행복한 사전,8.67
630,2017-12-13,라라랜드,8.6
631,2017-12-13,배드 지니어스,8.58
632,2017-12-13,록키 호러 픽쳐 쇼,8.57
633,2017-12-13,문영,8.53
634,2017-12-13,몬스터 콜,8.51
635,2017-12-13,옥자,8.46
636,2017-12-13,기억의 밤,8.37
637,2017-12-13,덩케르크,8.33
638,2017-12-13,해피 데스데이,8.31
639,2017-12-13,우리의 20세기,8.26
640,2017-12-13,반드시 잡는다,8.22
641,2017-12-13,오리엔트 특급 살인,8.19
642,2017-12-13,문라이트,8.1
643,2017-12-13,베이비 드라이버,8.07
644,2017-12-13,잠깐만 회사 좀 관두고 올게,8.01
645,2017-12-13,메소드,8.01
646,2017-12-13,너의 췌장을 먹고 싶어,7.97
647,2017-12-13,프랭크,7.95
648,2017-12-13,저스티스 리그,7.93
649,2017-12-13,꾼,7.87
650,2017-12-14,아이 캔 스피크,9.34
651,2017-12-14,다시 태어나도 우리,9.33
652,2017-12-14,"나, 다니엘 블레이크",9.22
653,2017-12-14,뽀로로 극장판 공룡섬 대모험,9.21
654,2017-12-14,킹 오브 프리즘 프라이드 더 히어로,9.2
655,2017-12-14,러빙 빈센트,9.2
656,2017-12-14,파수꾼,9.19
657,2017-12-14,내 사랑,9.17
658,2017-12-14,범죄도시,9.16
659,2017-12-14,댄서,9.12
660,2017-12-14,러브레터,9.09
661,2017-12-14,이프 온리,9.08
662,2017-12-14,"조제, 호랑이 그리고 물고기들",9.01
663,2017-12-14,우린 액션배우다,8.96
664,2017-12-14,노무현입니다,8.93
665,2017-12-14,빅풋 주니어,8.92
666,2017-12-14,매디슨 카운티의 다리,8.91
667,2017-12-14,채비,8.9
668,2017-12-14,미션,8.9
669,2017-12-14,여배우는 오늘도,8.89
670,2017-12-14,벤자민 버튼의 시간은 거꾸로 간다,8.87
671,2017-12-14,토르: 라그나로크,8.87
672,2017-12-14,거인,8.77
673,2017-12-14,마미,8.68
674,2017-12-14,행복한 사전,8.67
675,2017-12-14,라라랜드,8.6
676,2017-12-14,배드 지니어스,8.58
677,2017-12-14,록키 호러 픽쳐 쇼,8.57
678,2017-12-14,문영,8.53
679,2017-12-14,몬스터 콜,8.51
680,2017-12-14,옥자,8.46
681,2017-12-14,기억의 밤,8.37
682,2017-12-14,덩케르크,8.33
683,2017-12-14,우리의 20세기,8.26
684,2017-12-14,강철비,8.23
685,2017-12-14,반드시 잡는다,8.21
686,2017-12-14,오리엔트 특급 살인,8.18
687,2017-12-14,스타워즈: 라스트 제다이,8.12
688,2017-12-14,문라이트,8.1
689,2017-12-14,베이비 드라이버,8.07
690,2017-12-14,잠깐만 회사 좀 관두고 올게,8.01
691,2017-12-14,너의 췌장을 먹고 싶어,7.97
692,2017-12-14,프랭크,7.94
693,2017-12-14,저스티스 리그,7.93
694,2017-12-14,꾼,7.86
695,2017-12-14,메리와 마녀의 꽃,7.61
696,2017-12-14,어쌔신: 더 비기닝,7.39
697,2017-12-14,용순,7.31
698,2017-12-14,그것,7.02
699,2017-12-14,매혹당한 사람들,6.94
700,2017-12-15,아이 캔 스피크,9.34
701,2017-12-15,다시 태어나도 우리,9.32
702,2017-12-15,"나, 다니엘 블레이크",9.22
703,2017-12-15,러빙 빈센트,9.2
704,2017-12-15,킹 오브 프리즘 프라이드 더 히어로,9.2
705,2017-12-15,파수꾼,9.19
706,2017-12-15,뽀로로 극장판 공룡섬 대모험,9.18
707,2017-12-15,내 사랑,9.17
708,2017-12-15,범죄도시,9.16
709,2017-12-15,러브레터,9.09
710,2017-12-15,이프 온리,9.08
711,2017-12-15,우린 액션배우다,8.96
712,2017-12-15,노무현입니다,8.93
713,2017-12-15,빅풋 주니어,8.92
714,2017-12-15,매디슨 카운티의 다리,8.91
715,2017-12-15,미션,8.9
716,2017-12-15,채비,8.89
717,2017-12-15,여배우는 오늘도,8.89
718,2017-12-15,벤자민 버튼의 시간은 거꾸로 간다,8.87
719,2017-12-15,토르: 라그나로크,8.87
720,2017-12-15,거인,8.77
721,2017-12-15,마미,8.68
722,2017-12-15,라라랜드,8.6
723,2017-12-15,배드 지니어스,8.59
724,2017-12-15,록키 호러 픽쳐 쇼,8.57
725,2017-12-15,문영,8.53
726,2017-12-15,몬스터 콜,8.51
727,2017-12-15,옥자,8.46
728,2017-12-15,기억의 밤,8.36
729,2017-12-15,덩케르크,8.33
730,2017-12-15,우리의 20세기,8.27
731,2017-12-15,강철비,8.25
732,2017-12-15,오리엔트 특급 살인,8.17
733,2017-12-15,스타워즈: 라스트 제다이,8.14
734,2017-12-15,반드시 잡는다,8.14
735,2017-12-15,문라이트,8.1
736,2017-12-15,베이비 드라이버,8.07
737,2017-12-15,잠깐만 회사 좀 관두고 올게,8.01
738,2017-12-15,너의 췌장을 먹고 싶어,7.97
739,2017-12-15,저스티스 리그,7.92
740,2017-12-15,꾼,7.86
741,2017-12-15,메리와 마녀의 꽃,7.58
742,2017-12-15,어쌔신: 더 비기닝,7.36
743,2017-12-15,용순,7.31
744,2017-12-15,그것,7.03
745,2017-12-15,뜨거운 것이 좋아,6.84
746,2017-12-15,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,6.78
747,2017-12-15,7호실,6.75
748,2017-12-15,불한당: 나쁜 놈들의 세상,6.01
749,2017-12-15,꼭두각시,5.47
750,2017-12-16,아이 캔 스피크,9.34
751,2017-12-16,다시 태어나도 우리,9.33
752,2017-12-16,시네마 천국,9.29
753,2017-12-16,"나, 다니엘 블레이크",9.22
754,2017-12-16,러빙 빈센트,9.2
755,2017-12-16,킹 오브 프리즘 프라이드 더 히어로,9.2
756,2017-12-16,뽀로로 극장판 공룡섬 대모험,9.19
757,2017-12-16,파수꾼,9.19
758,2017-12-16,내 사랑,9.17
759,2017-12-16,범죄도시,9.16
760,2017-12-16,러브레터,9.09
761,2017-12-16,이프 온리,9.08
762,2017-12-16,우린 액션배우다,8.96
763,2017-12-16,매디슨 카운티의 다리,8.91
764,2017-12-16,미션,8.89
765,2017-12-16,여배우는 오늘도,8.89
766,2017-12-16,채비,8.88
767,2017-12-16,벤자민 버튼의 시간은 거꾸로 간다,8.87
768,2017-12-16,토르: 라그나로크,8.87
769,2017-12-16,거인,8.77
770,2017-12-16,마미,8.68
771,2017-12-16,라라랜드,8.6
772,2017-12-16,배드 지니어스,8.59
773,2017-12-16,"나는 내일, 어제의 너와 만난다",8.58
774,2017-12-16,록키 호러 픽쳐 쇼,8.57
775,2017-12-16,캐롤,8.52
776,2017-12-16,몬스터 콜,8.51
777,2017-12-16,옥자,8.46
778,2017-12-16,강철비,8.41
779,2017-12-16,기억의 밤,8.35
780,2017-12-16,덩케르크,8.32
781,2017-12-16,우리의 20세기,8.27
782,2017-12-16,오리엔트 특급 살인,8.16
783,2017-12-16,문라이트,8.1
784,2017-12-16,베이비 드라이버,8.07
785,2017-12-16,반드시 잡는다,8.04
786,2017-12-16,잠깐만 회사 좀 관두고 올게,8.02
787,2017-12-16,너의 췌장을 먹고 싶어,7.96
788,2017-12-16,저스티스 리그,7.92
789,2017-12-16,꾼,7.86
790,2017-12-16,스타워즈: 라스트 제다이,7.78
791,2017-12-16,메리와 마녀의 꽃,7.54
792,2017-12-16,어쌔신: 더 비기닝,7.35
793,2017-12-16,용순,7.31
794,2017-12-16,그것,7.02
795,2017-12-16,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,6.79
796,2017-12-16,7호실,6.75
797,2017-12-16,불한당: 나쁜 놈들의 세상,6.01
798,2017-12-16,꼭두각시,5.47
799,2017-12-17,아이 캔 스피크,9.34
800,2017-12-17,다시 태어나도 우리,9.32
801,2017-12-17,"나, 다니엘 블레이크",9.22
802,2017-12-17,뽀로로 극장판 공룡섬 대모험,9.2
803,2017-12-17,킹 오브 프리즘 프라이드 더 히어로,9.2
804,2017-12-17,러빙 빈센트,9.2
805,2017-12-17,파수꾼,9.19
806,2017-12-17,내 사랑,9.17
807,2017-12-17,범죄도시,9.16
808,2017-12-17,러브레터,9.09
809,2017-12-17,이프 온리,9.08
810,2017-12-17,우린 액션배우다,8.96
811,2017-12-17,매디슨 카운티의 다리,8.91
812,2017-12-17,여배우는 오늘도,8.89
813,2017-12-17,채비,8.87
814,2017-12-17,벤자민 버튼의 시간은 거꾸로 간다,8.87
815,2017-12-17,토르: 라그나로크,8.87
816,2017-12-17,거인,8.77
817,2017-12-17,마미,8.68
818,2017-12-17,라라랜드,8.6
819,2017-12-17,배드 지니어스,8.59
820,2017-12-17,캐롤,8.52
821,2017-12-17,몬스터 콜,8.51
822,2017-12-17,옥자,8.46
823,2017-12-17,강철비,8.45
824,2017-12-17,기억의 밤,8.36
825,2017-12-17,덩케르크,8.32
826,2017-12-17,우리의 20세기,8.27
827,2017-12-17,오리엔트 특급 살인,8.16
828,2017-12-17,문라이트,8.1
829,2017-12-17,베이비 드라이버,8.07
830,2017-12-17,반드시 잡는다,8.03
831,2017-12-17,잠깐만 회사 좀 관두고 올게,8.02
832,2017-12-17,너의 췌장을 먹고 싶어,7.96
833,2017-12-17,저스티스 리그,7.92
834,2017-12-17,꾼,7.86
835,2017-12-17,메리와 마녀의 꽃,7.5
836,2017-12-17,스타워즈: 라스트 제다이,7.49
837,2017-12-17,어쌔신: 더 비기닝,7.32
838,2017-12-17,용순,7.31
839,2017-12-17,그것,7.02
840,2017-12-17,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,6.8
841,2017-12-17,7호실,6.75
842,2017-12-17,불한당: 나쁜 놈들의 세상,6.01
843,2017-12-17,꼭두각시,5.47
844,2017-12-18,아이 캔 스피크,9.34
845,2017-12-18,다시 태어나도 우리,9.31
846,2017-12-18,"나, 다니엘 블레이크",9.22
847,2017-12-18,뽀로로 극장판 공룡섬 대모험,9.2
848,2017-12-18,러빙 빈센트,9.2
849,2017-12-18,파수꾼,9.19
850,2017-12-18,내 사랑,9.17
851,2017-12-18,범죄도시,9.16
852,2017-12-18,이터널 선샤인,9.1
853,2017-12-18,러브레터,9.1
854,2017-12-18,물랑 루즈,9.09
855,2017-12-18,이프 온리,9.08
856,2017-12-18,우린 액션배우다,8.96
857,2017-12-18,매디슨 카운티의 다리,8.91
858,2017-12-18,여배우는 오늘도,8.89
859,2017-12-18,벤자민 버튼의 시간은 거꾸로 간다,8.87
860,2017-12-18,토르: 라그나로크,8.87
861,2017-12-18,채비,8.86
862,2017-12-18,거인,8.77
863,2017-12-18,마미,8.68
864,2017-12-18,라라랜드,8.6
865,2017-12-18,배드 지니어스,8.6
866,2017-12-18,캐롤,8.52
867,2017-12-18,몬스터 콜,8.51
868,2017-12-18,강철비,8.46
869,2017-12-18,옥자,8.46
870,2017-12-18,기억의 밤,8.36
871,2017-12-18,덩케르크,8.32
872,2017-12-18,해피 데스데이,8.29
873,2017-12-18,오리엔트 특급 살인,8.15
874,2017-12-18,문라이트,8.1
875,2017-12-18,베이비 드라이버,8.07
876,2017-12-18,잠깐만 회사 좀 관두고 올게,8.02
877,2017-12-18,반드시 잡는다,8.02
878,2017-12-18,너의 췌장을 먹고 싶어,7.96
879,2017-12-18,저스티스 리그,7.92
880,2017-12-18,꾼,7.86
881,2017-12-18,메리와 마녀의 꽃,7.46
882,2017-12-18,용순,7.31
883,2017-12-18,어쌔신: 더 비기닝,7.31
884,2017-12-18,스타워즈: 라스트 제다이,7.27
885,2017-12-18,그것,7.02
886,2017-12-18,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,6.8
887,2017-12-18,7호실,6.74
888,2017-12-18,불한당: 나쁜 놈들의 세상,6.01
889,2017-12-18,꼭두각시,5.47
890,2017-12-19,아이 캔 스피크,9.34
891,2017-12-19,다시 태어나도 우리,9.31
892,2017-12-19,"나, 다니엘 블레이크",9.22
893,2017-12-19,뽀로로 극장판 공룡섬 대모험,9.2
894,2017-12-19,러빙 빈센트,9.2
895,2017-12-19,파수꾼,9.19
896,2017-12-19,내 사랑,9.17
897,2017-12-19,이터널 선샤인,9.1
898,2017-12-19,러브레터,9.1
899,2017-12-19,물랑 루즈,9.09
900,2017-12-19,이프 온리,9.08
901,2017-12-19,우린 액션배우다,8.96
902,2017-12-19,매디슨 카운티의 다리,8.91
903,2017-12-19,여배우는 오늘도,8.89
904,2017-12-19,벤자민 버튼의 시간은 거꾸로 간다,8.87
905,2017-12-19,토르: 라그나로크,8.87
906,2017-12-19,채비,8.87
907,2017-12-19,거인,8.77
908,2017-12-19,라라랜드,8.6
909,2017-12-19,배드 지니어스,8.6
910,2017-12-19,문영,8.53
911,2017-12-19,캐롤,8.52
912,2017-12-19,몬스터 콜,8.52
913,2017-12-19,옥자,8.46
914,2017-12-19,강철비,8.44
915,2017-12-19,기억의 밤,8.36
916,2017-12-19,들개,8.35
917,2017-12-19,덩케르크,8.32
918,2017-12-19,오리엔트 특급 살인,8.14
919,2017-12-19,시인의 사랑,8.11
920,2017-12-19,베이비 드라이버,8.07
921,2017-12-19,잠깐만 회사 좀 관두고 올게,8.03
922,2017-12-19,반드시 잡는다,7.99
923,2017-12-19,너의 췌장을 먹고 싶어,7.96
924,2017-12-19,저스티스 리그,7.91
925,2017-12-19,꾼,7.86
926,2017-12-19,메리와 마녀의 꽃,7.41
927,2017-12-19,용순,7.31
928,2017-12-19,어쌔신: 더 비기닝,7.3
929,2017-12-19,스타워즈: 라스트 제다이,7.17
930,2017-12-19,그것,7.02
931,2017-12-19,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,6.81
932,2017-12-19,불한당: 나쁜 놈들의 세상,6.01
933,2017-12-19,꼭두각시,5.47
934,2017-12-20,위대한 쇼맨,9.63
935,2017-12-20,아이 캔 스피크,9.34
936,2017-12-20,다시 태어나도 우리,9.32
937,2017-12-20,"나, 다니엘 블레이크",9.22
938,2017-12-20,뽀로로 극장판 공룡섬 대모험,9.2
939,2017-12-20,킹 오브 프리즘 프라이드 더 히어로,9.2
940,2017-12-20,러빙 빈센트,9.2
941,2017-12-20,파수꾼,9.19
942,2017-12-20,빠삐용,9.17
943,2017-12-20,내 사랑,9.17
944,2017-12-20,이터널 선샤인,9.1
945,2017-12-20,러브레터,9.1
946,2017-12-20,물랑 루즈,9.09
947,2017-12-20,이프 온리,9.08
948,2017-12-20,러브 액츄얼리,9.0
949,2017-12-20,우린 액션배우다,8.96
950,2017-12-20,여배우는 오늘도,8.88
951,2017-12-20,토르: 라그나로크,8.87
952,2017-12-20,채비,8.86
953,2017-12-20,거인,8.77
954,2017-12-20,라라랜드,8.6
955,2017-12-20,배드 지니어스,8.6
956,2017-12-20,문영,8.53
957,2017-12-20,캐롤,8.52
958,2017-12-20,7년-그들이 없는 언론,8.52
959,2017-12-20,몬스터 콜,8.52
960,2017-12-20,그녀,8.5
961,2017-12-20,옥자,8.46
962,2017-12-20,강철비,8.43
963,2017-12-20,신과함께-죄와 벌,8.42
964,2017-12-20,들개,8.35
965,2017-12-20,기억의 밤,8.35
966,2017-12-20,덩케르크,8.32
967,2017-12-20,오리엔트 특급 살인,8.14
968,2017-12-20,시인의 사랑,8.11
969,2017-12-20,베이비 드라이버,8.07
970,2017-12-20,잠깐만 회사 좀 관두고 올게,8.03
971,2017-12-20,반드시 잡는다,8.0
972,2017-12-20,너의 췌장을 먹고 싶어,7.97
973,2017-12-20,저스티스 리그,7.91
974,2017-12-20,꾼,7.86
975,2017-12-20,메리와 마녀의 꽃,7.4
976,2017-12-20,어쌔신: 더 비기닝,7.3
977,2017-12-20,스타워즈: 라스트 제다이,7.13
978,2017-12-20,그것,7.02
979,2017-12-20,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,6.81
980,2017-12-20,불한당: 나쁜 놈들의 세상,6.01
981,2017-12-20,꼭두각시,5.47
982,2017-12-21,위대한 쇼맨,9.65
983,2017-12-21,다시 태어나도 우리,9.32
984,2017-12-21,"나, 다니엘 블레이크",9.22
985,2017-12-21,킹 오브 프리즘 프라이드 더 히어로,9.2
986,2017-12-21,뽀로로 극장판 공룡섬 대모험,9.2
987,2017-12-21,러빙 빈센트,9.19
988,2017-12-21,파수꾼,9.19
989,2017-12-21,빠삐용,9.17
990,2017-12-21,내 사랑,9.17
991,2017-12-21,이터널 선샤인,9.1
992,2017-12-21,러브레터,9.09
993,2017-12-21,물랑 루즈,9.09
994,2017-12-21,이프 온리,9.08
995,2017-12-21,러브 액츄얼리,9.0
996,2017-12-21,우린 액션배우다,8.96
997,2017-12-21,여배우는 오늘도,8.88
998,2017-12-21,토르: 라그나로크,8.87
999,2017-12-21,채비,8.85
1000,2017-12-21,거인,8.77
1001,2017-12-21,라라랜드,8.6
1002,2017-12-21,배드 지니어스,8.57
1003,2017-12-21,문영,8.53
1004,2017-12-21,캐롤,8.52
1005,2017-12-21,7년-그들이 없는 언론,8.52
1006,2017-12-21,그녀,8.5
1007,2017-12-21,옥자,8.46
1008,2017-12-21,강철비,8.42
1009,2017-12-21,기억의 밤,8.34
1010,2017-12-21,신과함께-죄와 벌,8.33
1011,2017-12-21,오리엔트 특급 살인,8.14
1012,2017-12-21,시인의 사랑,8.11
1013,2017-12-21,베이비 드라이버,8.07
1014,2017-12-21,반드시 잡는다,8.01
1015,2017-12-21,너의 췌장을 먹고 싶어,7.97
1016,2017-12-21,저스티스 리그,7.91
1017,2017-12-21,꾼,7.86
1018,2017-12-21,메리와 마녀의 꽃,7.38
1019,2017-12-21,어쌔신: 더 비기닝,7.28
1020,2017-12-21,스타워즈: 라스트 제다이,7.11
1021,2017-12-21,그것,7.02
1022,2017-12-21,불한당: 나쁜 놈들의 세상,6.01
1023,2017-12-21,꼭두각시,5.47
1024,2017-12-22,위대한 쇼맨,9.63
1025,2017-12-22,다시 태어나도 우리,9.32
1026,2017-12-22,"나, 다니엘 블레이크",9.22
1027,2017-12-22,뽀로로 극장판 공룡섬 대모험,9.2
1028,2017-12-22,킹 오브 프리즘 프라이드 더 히어로,9.2
1029,2017-12-22,러빙 빈센트,9.19
1030,2017-12-22,파수꾼,9.19
1031,2017-12-22,빠삐용,9.17
1032,2017-12-22,내 사랑,9.17
1033,2017-12-22,이터널 선샤인,9.1
1034,2017-12-22,러브레터,9.1
1035,2017-12-22,물랑 루즈,9.09
1036,2017-12-22,이프 온리,9.08
1037,2017-12-22,"안녕, 나의 소울메이트",9.03
1038,2017-12-22,러브 액츄얼리,8.99
1039,2017-12-22,우린 액션배우다,8.96
1040,2017-12-22,여배우는 오늘도,8.88
1041,2017-12-22,토르: 라그나로크,8.87
1042,2017-12-22,채비,8.85
1043,2017-12-22,거인,8.77
1044,2017-12-22,라라랜드,8.6
1045,2017-12-22,배드 지니어스,8.55
1046,2017-12-22,문영,8.53
1047,2017-12-22,캐롤,8.52
1048,2017-12-22,그녀,8.5
1049,2017-12-22,옥자,8.46
1050,2017-12-22,강철비,8.42
1051,2017-12-22,기억의 밤,8.35
1052,2017-12-22,신과함께-죄와 벌,8.28
1053,2017-12-22,오리엔트 특급 살인,8.13
1054,2017-12-22,시인의 사랑,8.11
1055,2017-12-22,베이비 드라이버,8.07
1056,2017-12-22,너의 췌장을 먹고 싶어,7.97
1057,2017-12-22,저스티스 리그,7.91
1058,2017-12-22,꾼,7.84
1059,2017-12-22,예수는 역사다,7.66
1060,2017-12-22,메리와 마녀의 꽃,7.38
1061,2017-12-22,어쌔신: 더 비기닝,7.28
1062,2017-12-22,스타워즈: 라스트 제다이,7.09
1063,2017-12-22,불한당: 나쁜 놈들의 세상,6.01
1064,2017-12-22,꼭두각시,5.47
1065,2017-12-23,위대한 쇼맨,9.6
1066,2017-12-23,다시 태어나도 우리,9.32
1067,2017-12-23,"나, 다니엘 블레이크",9.22
1068,2017-12-23,킹 오브 프리즘 프라이드 더 히어로,9.2
1069,2017-12-23,뽀로로 극장판 공룡섬 대모험,9.2
1070,2017-12-23,파수꾼,9.19
1071,2017-12-23,러빙 빈센트,9.19
1072,2017-12-23,빠삐용,9.17
1073,2017-12-23,내 사랑,9.17
1074,2017-12-23,공범자들,9.16
1075,2017-12-23,이터널 선샤인,9.1
1076,2017-12-23,러브레터,9.1
1077,2017-12-23,물랑 루즈,9.09
1078,2017-12-23,이프 온리,9.08
1079,2017-12-23,"안녕, 나의 소울메이트",9.02
1080,2017-12-23,러브 액츄얼리,8.99
1081,2017-12-23,우린 액션배우다,8.96
1082,2017-12-23,토르: 라그나로크,8.87
1083,2017-12-23,거인,8.77
1084,2017-12-23,라라랜드,8.6
1085,2017-12-23,문영,8.53
1086,2017-12-23,캐롤,8.52
1087,2017-12-23,그녀,8.5
1088,2017-12-23,옥자,8.46
1089,2017-12-23,강철비,8.43
1090,2017-12-23,기억의 밤,8.35
1091,2017-12-23,신과함께-죄와 벌,8.26
1092,2017-12-23,오리엔트 특급 살인,8.14
1093,2017-12-23,시인의 사랑,8.11
1094,2017-12-23,문라이트,8.1
1095,2017-12-23,베이비 드라이버,8.07
1096,2017-12-23,블레이드 러너 2049,8.03
1097,2017-12-23,너의 췌장을 먹고 싶어,7.97
1098,2017-12-23,저스티스 리그,7.89
1099,2017-12-23,꾼,7.82
1100,2017-12-23,스타워즈: 깨어난 포스,7.76
1101,2017-12-23,메리와 마녀의 꽃,7.38
1102,2017-12-23,어쌔신: 더 비기닝,7.27
1103,2017-12-23,스타워즈: 라스트 제다이,7.08
1104,2017-12-23,불한당: 나쁜 놈들의 세상,6.02
1105,2017-12-23,몬스터,5.75
1106,2017-12-23,꼭두각시,5.47
1107,2017-12-24,위대한 쇼맨,9.6
1108,2017-12-24,다시 태어나도 우리,9.32
1109,2017-12-24,"나, 다니엘 블레이크",9.22
1110,2017-12-24,킹 오브 프리즘 프라이드 더 히어로,9.2
1111,2017-12-24,러빙 빈센트,9.2
1112,2017-12-24,파수꾼,9.19
1113,2017-12-24,뽀로로 극장판 공룡섬 대모험,9.19
1114,2017-12-24,빠삐용,9.17
1115,2017-12-24,내 사랑,9.17
1116,2017-12-24,공범자들,9.16
1117,2017-12-24,이터널 선샤인,9.1
1118,2017-12-24,러브레터,9.1
1119,2017-12-24,물랑 루즈,9.09
1120,2017-12-24,이프 온리,9.08
1121,2017-12-24,극장판 포켓몬스터 너로 정했다!,9.07
1122,2017-12-24,"안녕, 나의 소울메이트",9.02
1123,2017-12-24,러브 액츄얼리,8.99
1124,2017-12-24,우린 액션배우다,8.96
1125,2017-12-24,토르: 라그나로크,8.87
1126,2017-12-24,그렇게 아버지가 된다,8.82
1127,2017-12-24,아무도 모른다,8.82
1128,2017-12-24,거인,8.77
1129,2017-12-24,바닷마을 다이어리,8.74
1130,2017-12-24,걸어도 걸어도,8.64
1131,2017-12-24,라라랜드,8.6
1132,2017-12-24,태풍이 지나가고,8.6
1133,2017-12-24,문영,8.53
1134,2017-12-24,캐롤,8.52
1135,2017-12-24,그녀,8.5
1136,2017-12-24,옥자,8.46
1137,2017-12-24,강철비,8.45
1138,2017-12-24,몬스터 패밀리,8.37
1139,2017-12-24,기억의 밤,8.35
1140,2017-12-24,신과함께-죄와 벌,8.26
1141,2017-12-24,오리엔트 특급 살인,8.14
1142,2017-12-24,시인의 사랑,8.12
1143,2017-12-24,문라이트,8.1
1144,2017-12-24,블레이드 러너 2049,8.03
1145,2017-12-24,환상의 빛,8.02
1146,2017-12-24,너의 췌장을 먹고 싶어,7.96
1147,2017-12-24,저스티스 리그,7.88
1148,2017-12-24,꾼,7.81
1149,2017-12-24,스타워즈: 깨어난 포스,7.76
1150,2017-12-24,예수는 역사다,7.66
1151,2017-12-24,메리와 마녀의 꽃,7.38
1152,2017-12-24,어쌔신: 더 비기닝,7.27
1153,2017-12-24,스타워즈: 라스트 제다이,7.05
1154,2017-12-24,몬스터,5.75
1155,2017-12-24,꼭두각시,5.47
1156,2017-12-25,위대한 쇼맨,9.58
1157,2017-12-25,다시 태어나도 우리,9.32
1158,2017-12-25,"나, 다니엘 블레이크",9.22
1159,2017-12-25,킹 오브 프리즘 프라이드 더 히어로,9.2
1160,2017-12-25,파수꾼,9.19
1161,2017-12-25,러빙 빈센트,9.19
1162,2017-12-25,뽀로로 극장판 공룡섬 대모험,9.18
1163,2017-12-25,빠삐용,9.17
1164,2017-12-25,내 사랑,9.17
1165,2017-12-25,공범자들,9.16
1166,2017-12-25,이터널 선샤인,9.1
1167,2017-12-25,러브레터,9.09
1168,2017-12-25,물랑 루즈,9.09
1169,2017-12-25,이프 온리,9.08
1170,2017-12-25,극장판 포켓몬스터 너로 정했다!,9.02
1171,2017-12-25,"안녕, 나의 소울메이트",9.0
1172,2017-12-25,러브 액츄얼리,8.99
1173,2017-12-25,우린 액션배우다,8.96
1174,2017-12-25,토르: 라그나로크,8.87
1175,2017-12-25,그렇게 아버지가 된다,8.82
1176,2017-12-25,아무도 모른다,8.82
1177,2017-12-25,거인,8.77
1178,2017-12-25,바닷마을 다이어리,8.74
1179,2017-12-25,걸어도 걸어도,8.64
1180,2017-12-25,라라랜드,8.6
1181,2017-12-25,태풍이 지나가고,8.6
1182,2017-12-25,문영,8.53
1183,2017-12-25,캐롤,8.52
1184,2017-12-25,그녀,8.5
1185,2017-12-25,강철비,8.47
1186,2017-12-25,옥자,8.46
1187,2017-12-25,기억의 밤,8.35
1188,2017-12-25,신과함께-죄와 벌,8.26
1189,2017-12-25,몬스터 패밀리,8.24
1190,2017-12-25,오리엔트 특급 살인,8.13
1191,2017-12-25,시인의 사랑,8.12
1192,2017-12-25,문라이트,8.1
1193,2017-12-25,블레이드 러너 2049,8.03
1194,2017-12-25,환상의 빛,8.02
1195,2017-12-25,너의 췌장을 먹고 싶어,7.96
1196,2017-12-25,저스티스 리그,7.87
1197,2017-12-25,꾼,7.79
1198,2017-12-25,메리와 마녀의 꽃,7.37
1199,2017-12-25,어쌔신: 더 비기닝,7.26
1200,2017-12-25,스타워즈: 라스트 제다이,7.03
1201,2017-12-26,위대한 쇼맨,9.54
1202,2017-12-26,다시 태어나도 우리,9.33
1203,2017-12-26,"나, 다니엘 블레이크",9.22
1204,2017-12-26,러빙 빈센트,9.19
1205,2017-12-26,킹 오브 프리즘 프라이드 더 히어로,9.19
1206,2017-12-26,빠삐용,9.17
1207,2017-12-26,내 사랑,9.17
1208,2017-12-26,뽀로로 극장판 공룡섬 대모험,9.17
1209,2017-12-26,공범자들,9.16
1210,2017-12-26,러브레터,9.09
1211,2017-12-26,물랑 루즈,9.09
1212,2017-12-26,이프 온리,9.08
1213,2017-12-26,극장판 포켓몬스터 너로 정했다!,9.03
1214,2017-12-26,러브 액츄얼리,8.99
1215,2017-12-26,우린 액션배우다,8.96
1216,2017-12-26,"안녕, 나의 소울메이트",8.96
1217,2017-12-26,토르: 라그나로크,8.87
1218,2017-12-26,그렇게 아버지가 된다,8.82
1219,2017-12-26,아무도 모른다,8.82
1220,2017-12-26,거인,8.77
1221,2017-12-26,바닷마을 다이어리,8.74
1222,2017-12-26,걸어도 걸어도,8.64
1223,2017-12-26,라라랜드,8.6
1224,2017-12-26,태풍이 지나가고,8.6
1225,2017-12-26,문영,8.52
1226,2017-12-26,강철비,8.48
1227,2017-12-26,몬스터 패밀리,8.46
1228,2017-12-26,옥자,8.46
1229,2017-12-26,기억의 밤,8.35
1230,2017-12-26,신과함께-죄와 벌,8.19
1231,2017-12-26,오리엔트 특급 살인,8.13
1232,2017-12-26,세 번째 살인,8.11
1233,2017-12-26,시인의 사랑,8.1
1234,2017-12-26,문라이트,8.1
1235,2017-12-26,블레이드 러너 2049,8.03
1236,2017-12-26,환상의 빛,8.02
1237,2017-12-26,너의 췌장을 먹고 싶어,7.96
